targetId,comparatorId,outcomeId,outcomeName,type
820,818,139902,Allergic urticaria,outcome
820,818,380731,Otitis externa,outcome
820,818,141323,Acute maxillary sinusitis,outcome
820,818,4079750,Osteoarthritis of knee,outcome
820,818,4150372,Acute otitis media,outcome
820,818,440129,Hypertrophy of nasal turbinates,outcome
820,818,4215978,Onychomycosis,outcome
820,818,4164337,Polyp of large intestine,outcome
820,818,381581,Chalazion,outcome
820,818,4108467,Burn of skin,outcome
820,818,374366,Sensorineural hearing loss,outcome
820,818,439840,Lymphangitis,outcome
820,818,138463,Aphthous ulcer of mouth,outcome
820,818,81878,Benign paroxysmal positional vertigo,outcome
820,818,377910,Deviated nasal septum,outcome
820,818,134453,Bursitis,outcome
820,818,201792,Nongonococcal urethritis,outcome
820,818,194997,Prostatitis,outcome
820,818,373478,Presbyopia,outcome
820,818,4142905,Fracture of rib,outcome
820,818,444367,Cholelithiasis without obstruction,outcome
820,818,194696,Dysmenorrhea,outcome
820,818,4049417,Vesicular eczema,outcome
820,818,380094,Carpal tunnel syndrome,outcome
820,818,140168,Psoriasis,outcome
820,818,72418,Scoliosis deformity of spine,outcome
820,818,72576,Benign tumor of breast,outcome
820,818,4131595,Fracture of radius,outcome
820,818,199074,Acute pancreatitis,outcome
820,818,381444,Contusion of eye,outcome
820,818,4153877,Post-traumatic wound infection,outcome
820,818,73300,Radial styloid tenosynovitis,outcome
820,818,433527,Endometriosis (clinical),outcome
820,818,4028970,Tracheobronchitis,outcome
820,818,141933,Alopecia areata,outcome
820,818,74855,Genital herpes simplex,outcome
820,818,40443308,Polycystic ovary syndrome,outcome
820,818,261880,Atelectasis,outcome
820,818,433440,Dysthymia,outcome
820,818,4218106,Alcoholism,outcome
820,818,198075,Condyloma acuminatum of the anogenital region,outcome
820,818,261326,Viral pneumonia,outcome
820,818,140362,Hypoparathyroidism,outcome
820,818,437082,Ankylosing spondylitis,outcome
820,818,4288544,Inguinal hernia,outcome
820,818,4304008,Memory impairment,outcome
820,818,440814,Torticollis,outcome
820,818,253796,Pneumothorax,outcome
820,818,433450,Paranoid schizophrenia,outcome
820,818,4239381,Psychoactive substance abuse,outcome
820,818,4223947,"Viral hepatitis, type A",outcome
820,818,435093,Closed fracture of femur,outcome
820,818,4207307,Infective meningitis,outcome
820,818,432590,Delusional disorder,outcome
820,818,30441,Sialolithiasis,outcome
820,818,134765,Cachexia,outcome
820,818,81336,Rectal prolapse,outcome
820,818,4114197,Tumor of hypothalamus,outcome
820,818,436676,Posttraumatic stress disorder,outcome
820,818,4092565,Uterine prolapse,outcome
820,818,198202,Cystocele,outcome
820,818,195212,Hypercortisolism,outcome
820,818,316457,Mallory-Weiss syndrome,outcome
820,818,192606,Paraplegia,outcome
820,818,374655,Mastoiditis,outcome
820,818,436675,Anorexia nervosa,outcome
820,818,4001458,Fatigue fracture of vertebra,outcome
820,818,380395,Retinal dystrophy,outcome
820,818,197036,Vesicoureteric reflux,outcome
820,818,4299544,Acanthosis nigricans,outcome
820,818,376132,Ectropion,outcome
820,818,80509,Bone cyst,outcome
820,818,438407,Bulimia nervosa,outcome
820,818,4339088,Testicular mass,outcome
793,782,318800,Gastroesophageal reflux disease,outcome
793,782,133228,Dental caries,outcome
793,782,376707,Acute conjunctivitis,outcome
793,782,75576,Irritable bowel syndrome,outcome
793,782,435613,Cellulitis,outcome
793,782,378424,Astigmatism,outcome
793,782,139902,Allergic urticaria,outcome
793,782,380731,Otitis externa,outcome
793,782,141323,Acute maxillary sinusitis,outcome
793,782,4079750,Osteoarthritis of knee,outcome
793,782,4150372,Acute otitis media,outcome
793,782,440129,Hypertrophy of nasal turbinates,outcome
793,782,4215978,Onychomycosis,outcome
793,782,4164337,Polyp of large intestine,outcome
793,782,381581,Chalazion,outcome
793,782,4108467,Burn of skin,outcome
793,782,374366,Sensorineural hearing loss,outcome
793,782,439840,Lymphangitis,outcome
793,782,138463,Aphthous ulcer of mouth,outcome
793,782,81878,Benign paroxysmal positional vertigo,outcome
793,782,377910,Deviated nasal septum,outcome
793,782,134453,Bursitis,outcome
793,782,201792,Nongonococcal urethritis,outcome
793,782,194997,Prostatitis,outcome
793,782,373478,Presbyopia,outcome
793,782,4142905,Fracture of rib,outcome
793,782,444367,Cholelithiasis without obstruction,outcome
793,782,194696,Dysmenorrhea,outcome
793,782,4049417,Vesicular eczema,outcome
793,782,380094,Carpal tunnel syndrome,outcome
793,782,140168,Psoriasis,outcome
793,782,72418,Scoliosis deformity of spine,outcome
793,782,72576,Benign tumor of breast,outcome
793,782,4131595,Fracture of radius,outcome
793,782,199074,Acute pancreatitis,outcome
793,782,381444,Contusion of eye,outcome
793,782,4153877,Post-traumatic wound infection,outcome
793,782,73300,Radial styloid tenosynovitis,outcome
793,782,433527,Endometriosis (clinical),outcome
793,782,4028970,Tracheobronchitis,outcome
